"KEY","en","notes","sp","fr","de","it","pt-br"
"FURNITURE_DESC_WALLMOUNTED_BRICKS2","","","","","","",""
"FURNITURE_NAME_WALLMOUNTED_BRICKS3","磚 丙","","Ladrillos C","Briques&nbsp;C","Ziegel C","Mattoni C","Tijolos C"
"FURNITURE_DESC_WALLMOUNTED_BRICKS3","","","","","","",""
"FURNITURE_NAME_WALLMOUNTED_BRICKS4","磚 丁","","Ladrillos D","Briques&nbsp;D","Ziegel D","Mattoni D","Tijolos D"
"FURNITURE_DESC_WALLMOUNTED_BRICKS4","","","","","","",""
"FURNITURE_NAME_WALLMOUNTED_JUNK_PAPER2","報紙 乙","","Periódicos B","Journaux&nbsp;B","Zeitung B","Giornali B","Jornais B"
"FURNITURE_DESC_WALLMOUNTED_JUNK_PAPER2","","","","","","",""
"FURNITURE_NAME_WALLMOUNTED_CRACK","甲 裂縫","","Grieta","Fissure&nbsp;A","Ein Riss","Una crepa","Rachadura"
"FURNITURE_DESC_WALLMOUNTED_CRACK","","","","","","",""
"FURNITURE_NAME_WALLMOUNTED_TORCH","火炬","","Antorcha","Torche","Fackel","Torcia","Tocha"
"FURNITURE_DESC_WALLMOUNTED_TORCH","","","","","","",""
"FURNITURE_NAME_WALLMOUNTED_SHRUNKINHEAD","縮小 貓 頭","","Cabeza de gato reducida","Tête réduite de chat","Katzenschrumpfkopf","Testa di gatto rimpicciolita","Cabeça de gato encolhida"
"FURNITURE_DESC_WALLMOUNTED_SHRUNKINHEAD","","","","","","",""
"FURNITURE_NAME_WALLMOUNTED_CLOUD","雲","","Nube","Nuage","Wolke","Nuvola","Nuvem"
"FURNITURE_DESC_WALLMOUNTED_CLOUD","","","","","","",""
"FURNITURE_NAME_WALLMOUNTED_BLOCK1","方塊","","Bloque","Bloc","Block","Blocco","Bloco"
"FURNITURE_DESC_WALLMOUNTED_BLOCK1","","","","","","",""
"FURNITURE_NAME_WALLMOUNTED_BLOCK2","問號 方塊","","Bloque sorpresa","Bloc interrogatif","Fragezeichenblock","Blocco punto interrogativo","Bloco de interrogação"
"FURNITURE_DESC_WALLMOUNTED_BLOCK2","","","","","","",""
"FURNITURE_NAME_WALLMOUNTED_BLOCK3","磚塊 方塊","","Bloque de ladrillos","Bloc de brique","Ziegelblock","Blocco mattoni","Bloco de tijolos"
"FURNITURE_DESC_WALLMOUNTED_BLOCK3","","","","","","",""
"FURNITURE_NAME_WALLMOUNTED_BALLOON5","氣球 丁","","Globo D","Ballon&nbsp;D","Ballon D","Palloncino D","Balão D"
"FURNITURE_DESC_WALLMOUNTED_BALLOON5","","","","","","",""
"FURNITURE_NAME_WALLMOUNTED_BALLOON6","氣球 戊","","Globo E","Ballon&nbsp;E","Ballon E","Palloncino E","Balão E"
"FURNITURE_DESC_WALLMOUNTED_BALLOON6","","","","","","",""
"FURNITURE_NAME_WALLMOUNTED_BALLOON7","氣球 己","","Globo F","Ballon&nbsp;F","Ballon F","Palloncino F","Balão F"
"FURNITURE_DESC_WALLMOUNTED_BALLOON7","","","","","","",""
"FURNITURE_NAME_HANGING_FISH","吊掛 空氣 污濁器","","Apestador de techo","Viciateur d'air suspendu","Luftentfrischer","Deodorante sospeso","Apodrecedor de ar suspenso"
"FURNITURE_DESC_HANGING_FISH","","","","","","",""
"FURNITURE_NAME_HANGING_CATHEAD","吊掛 芳香劑 甲","","Ambientador de techo A","Désodorisant suspendu&nbsp;A","Lufterfrischer A","Deodorante per ambienti sospeso A","Aromatizador de ar suspenso A"
"FURNITURE_DESC_HANGING_CATHEAD","","","","","","",""
"FURNITURE_NAME_HANGING_AIRFRESHINER","吊掛 芳香劑 乙","","Ambientador de techo B","Désodorisant suspendu&nbsp;B","Lufterfrischer B","Deodorante per ambienti sospeso B","Aromatizador de ar suspenso B"
"FURNITURE_DESC_HANGING_AIRFRESHINER","","","","","","",""
"FURNITURE_NAME_CEILING_FAN","天花 風扇","","Ventilador de techo","Ventilateur de plafond","Deckenventilator","Ventilatore da soffitto","Ventilador de teto"
"FURNITURE_DESC_CEILING_FAN","","","","","","",""
"FURNITURE_NAME_CEILING_DISCOBALL","迪斯可 球","","Bola de espejos","Boule à facettes","Discokugel","Palla da discoteca","Globo de discoteca"
"FURNITURE_DESC_CEILING_DISCOBALL","","","","","","",""
"FURNITURE_NAME_CEILING_CAGE","吊掛 籠","","Jaula de techo","Cage suspendue","Hängekäfig","Gabbia sospesa","Gaiola pendurada"
"FURNITURE_DESC_CEILING_CAGE","","","","","","",""
"FURNITURE_NAME_SMALL_CANDLE_BLACK1","紅 蠟燭 甲","","Vela roja A","Bougie rouge&nbsp;A","Rote Kerze A","Candela rossa A","Vela vermelha A"
"FURNITURE_DESC_SMALL_CANDLE_BLACK1","","","","","","",""
"FURNITURE_NAME_SMALL_CANDLE_BLACK2","紅 蠟燭 乙","","Vela roja B","Bougie rouge&nbsp;B","Rote Kerze B","Candela rossa B","Vela vermelha B"
"FURNITURE_DESC_SMALL_CANDLE_BLACK2","","","","","","",""
"FURNITURE_NAME_SMALL_CANDLE_BLACK3","小型 紅 蠟燭 甲","","Vela roja pequeña A","Petite bougie rouge&nbsp;A","Kleine rote Kerze A","Candela rossa piccola A","Vela vermelha pequena A"
"FURNITURE_DESC_SMALL_CANDLE_BLACK3","","","","","","",""
"FURNITURE_NAME_SMALL_CANDLE_BLACK4","小型 紅 蠟燭 乙","","Vela roja pequeña B","Petite bougie rouge&nbsp;B","Kleine rote Kerze B","Candela rossa piccola B","Vela vermelha pequena B"
"FURNITURE_DESC_SMALL_CANDLE_BLACK4","","","","","","",""
"FURNITURE_NAME_SMALL_CANDLE_WHITE1","小型 白 蠟燭 甲","","Vela blanca pequeña A","Petite bougie blanche&nbsp;A","Kleine weiße Kerze A","Candela bianca piccola A","Vela branca pequena A"
"FURNITURE_DESC_SMALL_CANDLE_WHITE1","","","","","","",""
"FURNITURE_NAME_SMALL_CANDLE_WHITE2","小型 白 蠟燭 乙","","Vela blanca pequeña B","Petite bougie blanche&nbsp;B","Kleine weiße Kerze B","Candela bianca piccola B","Vela branca pequena B"
"FURNITURE_DESC_SMALL_CANDLE_WHITE2","","","","","","",""
"FURNITURE_NAME_SMALL_CANDLE_WHITE3","白 蠟燭 甲","","Vela blanca A","Bougie blanche&nbsp;A","Weiße Kerze A","Candela bianca A","Vela branca A"
"FURNITURE_DESC_SMALL_CANDLE_WHITE3","","","","","","",""
"FURNITURE_NAME_SMALL_CANDLE_WHITE4","白 蠟燭 乙","","Vela blanca B","Bougie blanche&nbsp;B","Weiße Kerze B","Candela bianca B","Vela branca B"
"FURNITURE_DESC_SMALL_CANDLE_WHITE4","","","","","","",""
"FURNITURE_NAME_SMALL_VASE1","小型 花瓶 甲","","Jarrón pequeño A","Petit vase&nbsp;A","Kleine Vase A","Vaso piccolo A","Vaso pequeno A"
"FURNITURE_DESC_SMALL_VASE1","","","","","","",""
"FURNITURE_NAME_SMALL_VASE2","小型 花瓶 乙","","Jarrón pequeño B","Petit vase&nbsp;B","Kleine Vase B","Vaso piccolo B","Vaso pequeno B"
"FURNITURE_DESC_SMALL_VASE2","","","","","","",""
"FURNITURE_NAME_SMALL_VASE3","小型 花瓶 丙","","Jarrón pequeño C","Petit vase&nbsp;C","Kleine Vase C","Vaso piccolo C","Vaso pequeno C"
"FURNITURE_DESC_SMALL_VASE3","","","","","","",""
"FURNITURE_NAME_SMALL_TRASH_EGGS","蛋 蛋殼","","Cáscaras de huevo","Coquilles d'œuf","Eierschalen","Gusci d'uovo","Cascas de ovo"
"FURNITURE_DESC_SMALL_TRASH_EGGS","","","","","","",""
"FURNITURE_NAME_SMALL_TRASH_APPLE","蘋果果核","","Corazón de manzana","Trognon de pomme","Apfelkern","Torsolo di mela","Maçã comida"
"FURNITURE_DESC_SMALL_TRASH_APPLE","","","","","","",""
"FURNITURE_NAME_SMALL_TRASH_BONE","骨","","Hueso","Os","Knochen","Osso","Osso"
"FURNITURE_DESC_SMALL_TRASH_BONE","","","","","","",""
"FURNITURE_NAME_SMALL_TRASH_BANANA","香蕉 果皮","","Piel de plátano","Peau de banane","Bananenschale","Buccia di banana","Casca de banana"
"FURNITURE_DESC_SMALL_TRASH_BANANA","","","","","","",""
"FURNITURE_NAME_SMALL_TRASH_CANS","汽水 罐頭","","Latas de refresco","Cannettes de soda","Limodosen","Lattine di bibite gassate","Latas de refrigerante"
"FURNITURE_DESC_SMALL_TRASH_CANS","","","","","","",""
"FURNITURE_NAME_SMALL_TRASH_BREAD","舊 吐司","","Tostada vieja","Vieille tartine","Alter Toast","Toast vecchio","Torrada velha"
"FURNITURE_DESC_SMALL_TRASH_BREAD","","","","","","",""
"FURNITURE_NAME_SMALL_TRASH_CUP","湯 杯","","Envase de sopa","Soupe instantanée","Suppenbecher","Bicchiere di zuppa","Sopa"
"FURNITURE_DESC_SMALL_TRASH_CUP","","","","","","",""
"FURNITURE_NAME_SMALL_TRASH_CHEESE","起司","","Queso","Fromage","Käse","Formaggio","Queijo"
"FURNITURE_DESC_SMALL_TRASH_CHEESE","","","","","","",""
"FURNITURE_NAME_SMALL_TRASH_BROKENBOTTLE","小型 破損 瓶","","Botella pequeña rota","Petite bouteille cassée","Kleine kaputte Flasche","Bottiglia rotta piccola","Garrafa quebrada pequena"
"FURNITURE_DESC_SMALL_TRASH_BROKENBOTTLE","","","","","","",""
"FURNITURE_NAME_SMALL_TRASH_MILK","空牛奶紙盒","","Cartón de leche vacío","Brique de lait vide","Leere Milchpackung","Cartone del latte vuoto","Caixa de leite vazia"
"FURNITURE_DESC_SMALL_TRASH_MILK","","","","","","",""
"FURNITURE_NAME_SMALL_TRASH_CAN2","汽水 罐","","Lata de refresco","Cannette de soda","Limodose","Lattina di bibita gassata","Lata de refrigerante"
"FURNITURE_DESC_SMALL_TRASH_CAN2","","","","","","",""
"FURNITURE_NAME_SMALL_MEDS_MYSTERYBOTTLE","玻璃 瓶","","Botella de cristal","Bouteille en verre","Glasflasche","Bottiglia di vetro","Garrafa de vidro"
"FURNITURE_DESC_SMALL_MEDS_MYSTERYBOTTLE","","","","","","",""
"FURNITURE_NAME_SMALL_MEDS_COUGHSYRUP","止咳 糖漿","","Jarabe antitusivo","Sirop pour la toux","Hustensaft","Sciroppo per la tosse","Xarope de tosse"
"FURNITURE_DESC_SMALL_MEDS_COUGHSYRUP","","","","","","",""
"FURNITURE_NAME_SMALL_MEDS_PILLS1","藥丸 瓶","","Bote de pastillas","Flacon de pilules","Pillendose","Flacone di pillole","Frasco de pílulas"
"FURNITURE_DESC_SMALL_MEDS_PILLS1","","","","","","",""
"FURNITURE_NAME_SMALL_MEDS_PILLS2","小型 藥丸 瓶","","Bote pequeño de pastillas","Petit flacon de pilules","Kleine Pillendose","Flaconcino di pillole","Frasco de pílulas pequena"
"FURNITURE_DESC_SMALL_MEDS_PILLS2","","","","","","",""
"FURNITURE_NAME_SMALL_MEDS_MYSTERY2","神祕 藥","","Medicina misteriosa","Médicament mystère","Mysteriöse Medizin","Medicina misteriosa","Remédio misterioso"
"FURNITURE_DESC_SMALL_MEDS_MYSTERY2","","","","","","",""
"FURNITURE_NAME_SMALL_MEDS_FISHOIL","魚油","","Aceite de pescado","Huile de poisson","Fischöl","Olio di pesce","Óleo de peixe"
"FURNITURE_DESC_SMALL_MEDS_FISHOIL","","","","","","",""
"FURNITURE_NAME_SMALL_MEDS_CATHEARTS","貓心臟罐","","Lata de corazones de gato","Boîte de cœurs de chat","Dose mit Katzenherzen","Lattina di cuori di gatto","Lata de corações de gato"
"FURNITURE_DESC_SMALL_MEDS_CATHEARTS","","","","","","",""
"FURNITURE_NAME_SMALL_BOTTLE_EMPTY","空瓶","","Botella vacía","Bouteille vide","Leere Flasche","Bottiglia vuota","Garrafa vazia"
"FURNITURE_DESC_SMALL_BOTTLE_EMPTY","","","","","","",""
"FURNITURE_NAME_SMALL_BOTTLE_FULL","瓶","","Botella","Bouteille","Flasche","Bottiglia","Garrafa"
"FURNITURE_DESC_SMALL_BOTTLE_FULL","","","","","","",""
"FURNITURE_NAME_SMALL_BOTTLE_2BOTTLES","發光 瓶","","Botella resplandeciente","Bouteille lumineuse","Leuchtende Flasche","Bottiglia luminescente","Garrafa brilhante"
"FURNITURE_DESC_SMALL_BOTTLE_2BOTTLES","","","","","","",""
"FURNITURE_NAME_SMALL_BOBBLE_DARKCAT","基礎貓搖頭公仔","","Muñeco de gato básico","Figurine bobble chat de base","Katzenwackelkopf","Bobblehead gatto base","Bobblehead de gato básico"
"FURNITURE_DESC_SMALL_BOBBLE_DARKCAT","","","","","","",""
"FURNITURE_NAME_SMALL_BOBBLE_GUPPY","孔雀魚貓搖頭公仔","","Muñeco de Guppy","Figurine bobble chat guppy","Guppy Katzenwackelkopf","Bobblehead gatto Guppy","Bobblehead de gato guppy"
"FURNITURE_DESC_SMALL_BOBBLE_GUPPY","","","","","","",""
"FURNITURE_NAME_SMALL_BOBBLE_MAD","憤怒貓搖頭公仔","","Muñeco de gato enfadado","Figurine bobble chat fâché","Wütender Katzenwackelkopf","Bobblehead gatto arrabbiato","Bobblehead de gato irritado"
"FURNITURE_DESC_SMALL_BOBBLE_MAD","","","","","","",""
"FURNITURE_NAME_SMALL_BOBBLE_MONEY","幸運貓搖頭公仔","","Muñeco de gato afortunado","Figurine bobble chat chanceux","Glücklicher Katzenwackelkopf","Bobblehead gatto fortunato","Bobblehead de gato da sorte"
"FURNITURE_DESC_SMALL_BOBBLE_MONEY","","","","","","",""
"FURNITURE_NAME_SMALL_BOBBLE_HAPPY","快樂貓搖頭公仔","","Muñeco de gato feliz","Figurine bobble chat heureux","Fröhlicher Katzenwackelkopf","Bobblehead gatto felice","Bobblehead de gato feliz"
"FURNITURE_DESC_SMALL_BOBBLE_HAPPY","","","","","","",""
"FURNITURE_NAME_SMALL_BOBBLE_DAN","辛吉貓搖頭公仔","","Muñeco de Synj","Figurine bobble chat Synj","Synj-Wackelkopf","Bobblehead gatto Synj","Bobblehead de gato synj"
"FURNITURE_DESC_SMALL_BOBBLE_DAN","","","","","","",""
"FURNITURE_NAME_SMALL_BOBBLE_ZOMBIE","殭屍貓搖頭公仔","","Muñeco de gatozombi","Figurine bobble chat zombie","Zombie-Katzenwackelkopf","Bobblehead gatto zombie","Bobblehead de gato zumbi"
"FURNITURE_DESC_SMALL_BOBBLE_ZOMBIE","","","","","","",""
"FURNITURE_NAME_SMALL_BOBBLE_GRUMP","暴躁貓搖頭公仔","","Muñeco gato irascible","Figurine bobble chat grognon","Genervter Katzenwackelkopf","Bobblehead gatto irritabile","Bobblehead de gato irritável"
"FURNITURE_DESC_SMALL_BOBBLE_GRUMP","","","","","","",""
"FURNITURE_NAME_SMALL_BOBBLE_ALONE","孤單貓搖頭公仔","","Muñeco de gato solitario","Figurine bobble chat solitaire","Einsame Katze Wackelkopf","Bobblehead gatto solitario","Bobblehead de gato solitário"
"FURNITURE_DESC_SMALL_BOBBLE_ALONE","","","","","","",""
"FURNITURE_NAME_SMALL_BOBBLE_SPOTS","斑點貓搖頭公仔","","Muñeco de gato moteado","Figurine bobble chat à pois","Gefleckter Katzenwackelkopf","Bobblehead gatto maculato","Bobblehead de gato pintado"
"FURNITURE_DESC_SMALL_BOBBLE_SPOTS","","","","","","",""
"FURNITURE_NAME_SMALL_BOBBLE_DEVIL","惡魔貓搖頭公仔","","Muñeco de gato diabólico","Figurine bobble chat démoniaque","Teufel-Katzenwackelkopf","Bobblehead gatto demone","Bobblehead de gato demoníaco"
"FURNITURE_DESC_SMALL_BOBBLE_DEVIL","","","","","","",""
"FURNITURE_NAME_SMALL_LAB_TANK1","實驗室 缸 甲","","Tanque de laboratorio A","Réservoir de labo&nbsp;A","Labortank A","Serbatoio da laboratorio A","Tanque de laboratório A"
"FURNITURE_DESC_SMALL_LAB_TANK1","","","","","","",""
"FURNITURE_NAME_SMALL_LAB_TANK2","實驗室 缸 乙","","Tanque de laboratorio B","Réservoir de labo&nbsp;B","Labortank B","Serbatoio da laboratorio B","Tanque de laboratório B"
"FURNITURE_DESC_SMALL_LAB_TANK2","","","","","","",""
"FURNITURE_NAME_SMALL_LAB_JUG1","實驗室 壺 甲","","Frasco de laboratorio A","Pot de labo&nbsp;A","Laborkrug A","Brocca da laboratorio A","Vidro de laboratório A"
"FURNITURE_DESC_SMALL_LAB_JUG1","","","","","","",""
"FURNITURE_NAME_SMALL_LAB_JUG2","實驗室 壺 乙","","Frasco de laboratorio B","Pot de labo&nbsp;B","Laborkrug B","Brocca da laboratorio B","Vidro de laboratório B"
"FURNITURE_DESC_SMALL_LAB_JUG2","","","","","","",""
"FURNITURE_NAME_SMALL_LAB_JUG3","漂白水 壺","","Bote de lejía","Bouteille de javel","Krug mit Bleiche","Brocca di candeggina","Vidro de água sanitária"
"FURNITURE_DESC_SMALL_LAB_JUG3","","","","","","",""
"FURNITURE_NAME_SMALL_LAB_TESTTUBE","測試 試管","","Tubo de ensayo","Tube à essai","Reagenzglas","Provetta","Tubo de ensaio"
"FURNITURE_DESC_SMALL_LAB_TESTTUBE","","","","","","",""
"FURNITURE_NAME_SMALL_LAB_TESTTUBE2","測試 試管組","","Tubos de ensayo","Tubes à essai","Reagenzgläser","Provette","Tubos de ensaio"
"FURNITURE_DESC_SMALL_LAB_TESTTUBE2","","","","","","",""
"FURNITURE_NAME_SMALL_LAB_FLASK","沸騰 燒瓶","","Matraz de bola","Ballon d'ébullition","Kochkolben","Beuta da ebollizione","Balão de ebulição"
"FURNITURE_DESC_SMALL_LAB_FLASK","","","","","","",""
"FURNITURE_NAME_SMALL_LAB_FLASK2","錐形瓶 燒瓶","","Matraz Erlenmeyer","Vase d'Erlenmeyer","Erlenmeyerkolben","Beuta di Erlenmeyer","Frasco Erlenmeyer"
"FURNITURE_DESC_SMALL_LAB_FLASK2","","","","","","",""
"FURNITURE_NAME_SMALL_LAB_FLASK3","小型 燒杯","","Matraz pequeño","Petit bécher","Kleines Becherglas","Becher piccolo","Béquer pequeno"
"FURNITURE_DESC_SMALL_LAB_FLASK3","","","","","","",""
"FURNITURE_NAME_SMALL_LAB_FLASK4","圓底 底部 燒瓶","","Matraz de destilación","Ballon à fond rond","Kolben","Beuta a fondo tondo","Balão de fundo redondo"
"FURNITURE_DESC_SMALL_LAB_FLASK4","","","","","","",""
"FURNITURE_NAME_SMALL_FOOD_ROOT","曼德拉草 根","","Raíz de mandrágora","Racine de mandragore","Alraunwurzel","Radice di mandragora","Raiz de mandrágora"
"FURNITURE_DESC_SMALL_FOOD_ROOT","","","","","","",""
"FURNITURE_NAME_SMALL_FOOD_LEMON","檸檬","","Limón","Citron","Zitrone","Limone","Limão"
"FURNITURE_DESC_SMALL_FOOD_LEMON","","","","","","",""
"FURNITURE_NAME_SMALL_FOOD_ORANGE","橘","","Naranja","Orange","Orange","Arancia","Laranja"
"FURNITURE_DESC_SMALL_FOOD_ORANGE","","","","","","",""
"FURNITURE_NAME_SMALL_FOOD_RADISH","蘿蔔","","Rábano","Radis","Radieschen","Ravanello","Rabanete"
"FURNITURE_DESC_SMALL_FOOD_RADISH","","","","","","",""
"FURNITURE_NAME_SMALL_FOOD_ONION","洋蔥","","Cebolla","Oignon","Zwiebel","Cipolla","Cebola"
"FURNITURE_DESC_SMALL_FOOD_ONION","","","","","","",""
"FURNITURE_NAME_SMALL_FOOD_APPLE","蘋果","","Manzana","Pomme","Apfel","Mela","Maçã"
"FURNITURE_DESC_SMALL_FOOD_APPLE","","","","","","",""
"FURNITURE_NAME_SMALL_FOOD_SQUASH","南瓜瓜","","Calabacín","Courge","Kürbis","Zucca","Jerimum"
"FURNITURE_DESC_SMALL_FOOD_SQUASH","","","","","","",""
"FURNITURE_NAME_SMALL_FOOD_EGGPLANT","茄子","","Berenjena","Aubergine","Aubergine","Melanzana","Beringela"
"FURNITURE_DESC_SMALL_FOOD_EGGPLANT","","","","","","",""
"FURNITURE_NAME_SMALL_FOOD_BROCCOLI","花椰菜","","Brócoli","Brocoli","Brokkoli","Broccolo","Brócolis"
"FURNITURE_DESC_SMALL_FOOD_BROCCOLI","","","","","","",""
"FURNITURE_NAME_SMALL_FOOD_PUMPKIN","南瓜","","Calabaza","Citrouille","Kürbis","Zucca","Abóbora"
"FURNITURE_DESC_SMALL_FOOD_PUMPKIN","","","","","","",""
"FURNITURE_NAME_SMALL_FOOD_PINEAPPLE","鳳梨","","Piña","Ananas","Ananas","Ananas","Abacaxi"
"FURNITURE_DESC_SMALL_FOOD_PINEAPPLE","","","","","","",""
"FURNITURE_NAME_SMALL_FOOD_POTATO","馬鈴薯","","Patata","Pomme de terre","Kartoffel","Patata","Batata"
"FURNITURE_DESC_SMALL_FOOD_POTATO","","","","","","",""
"FURNITURE_NAME_SMALL_DOLL_STACY","史黛西 絨毛","","Peluche de Stacy","Peluche Stacy","Stacy-Plüschtier","Peluche di Stacy","Pelúcia Stacy"
"FURNITURE_DESC_SMALL_DOLL_STACY","","","","","","",""
"FURNITURE_NAME_SMALL_DOLL_AETHER","以太 絨毛","","Peluche etéreo","Peluche Aether","Aether-Plüschtier","Peluche di Aether","Pelúcia Aether"
"FURNITURE_DESC_SMALL_DOLL_AETHER","","","","","","",""
"FURNITURE_NAME_SMALL_DOLL_DUKE","公爵 之蒼蠅 絨毛","","Peluche del duque de las moscas","Peluche Duc des Mouches","Herzog der Fliegen-Plüschtier","Peluche del Duca delle Mosche","Pelúcia Duque das Moscas"
"FURNITURE_DESC_SMALL_DOLL_DUKE","","","","","","",""
"FURNITURE_NAME_SMALL_DOLL_GUPPY","孔雀魚 絨毛","","Peluche de Guppy","Peluche Guppy","Guppy-Plüschtier","Peluche di Guppy","Pelúcia Guppy"
"FURNITURE_DESC_SMALL_DOLL_GUPPY","","","","","","",""
"FURNITURE_NAME_SMALL_DOLL_GISH","吉什絨毛","","Peluche de Gish","Peluche Gish","Gish-Plüschtier","Peluche di Gish","Pelúcia Gish"
"FURNITURE_DESC_SMALL_DOLL_GISH","","","","","","",""
"FURNITURE_NAME_SMALL_DOLL_ISAAC","以撒 絨毛","","Peluche de Isaac","Peluche Isaac","Isaac-Plüschtier","Peluche di Isaac","Pelúcia Isaac"
"FURNITURE_DESC_SMALL_DOLL_ISAAC","","","","","","",""
"FURNITURE_NAME_SMALL_DOLL_STEVEN","史蒂文 絨毛","","Peluche de Steven","Peluche Steven","Steven-Plüschtier","Peluche di Steven","Pelúcia Steven"
"FURNITURE_DESC_SMALL_DOLL_STEVEN","","","","","","",""
"FURNITURE_NAME_SMALL_ELECTRONICS_GAMESYSTEM","遊戲 系統","","Videoconsola","Console de jeu","Spielkonsole","Console di gioco","Console"
"FURNITURE_DESC_SMALL_ELECTRONICS_GAMESYSTEM","","","","","","",""
"FURNITURE_NAME_SMALL_ELECTRONICS_GAMEPAD","手把","","Mando","Manette","Controller","Controller","Controle"
"FURNITURE_DESC_SMALL_ELECTRONICS_GAMEPAD","","","","","","",""
"FURNITURE_NAME_SMALL_ELECTRONICS_SPEAKER","小型 喇叭","","Altavoz pequeño","Petite enceinte","Kleiner Lautsprecher","Altoparlante piccolo","Alto-falante pequeno"
"FURNITURE_DESC_SMALL_ELECTRONICS_SPEAKER","","","","","","",""
"FURNITURE_NAME_SMALL_ELECTRONICS_MOUSE","滑鼠","","Ratón","Souris","Maus","Mouse","Mouse"
"FURNITURE_DESC_SMALL_ELECTRONICS_MOUSE","","","","","","",""
"FURNITURE_NAME_SMALL_ELECTRONICS_PHONE1","復古 電話 甲","","Teléfono retro A","Téléphone rétro&nbsp;A","Retrotelefon A","Telefono rétro A","Telefone retrô A"
"FURNITURE_DESC_SMALL_ELECTRONICS_PHONE1","","","","","","",""
"FURNITURE_NAME_SMALL_ELECTRONICS_PHONE2","旋轉 電話 乙","","Teléfono con disco B","Téléphone à cadran&nbsp;B","Drehscheibentelefon B","Telefono a disco B","Telefone de disco B"
"FURNITURE_DESC_SMALL_ELECTRONICS_PHONE2","","","","","","",""
"FURNITURE_NAME_SMALL_ELECTRONICS_PHONE3","旋轉 電話 丙","","Teléfono con disco C","Téléphone à cadran&nbsp;C","Drehscheibentelefon C","Telefono a disco C","Telefone de disco C"
"FURNITURE_DESC_SMALL_ELECTRONICS_PHONE3","","","","","","",""
"FURNITURE_NAME_SMALL_ELECTRONICS_OLDPHONE","古董 電話 甲","","Teléfono antiguo A","Téléphone antique&nbsp;A","Antikes Telefon A","Telefono antico A","Telefone antigo A"
"FURNITURE_DESC_SMALL_ELECTRONICS_OLDPHONE","","","","","","",""
"FURNITURE_NAME_SMALL_ELECTRONICS_OLDPHONE2","古董 電話 乙","","Teléfono antiguo B","Téléphone antique&nbsp;B","Antikes Telefon B","Telefono antico B","Telefone antigo B"
"FURNITURE_DESC_SMALL_ELECTRONICS_OLDPHONE2","","","","","","",""
"FURNITURE_NAME_SMALL_ELECTRONICS_OLDPHONE3","古董 電話 丙","","Teléfono antiguo C","Téléphone antique&nbsp;C","Antikes Telefon C","Telefono antico C","Telefone antigo C"
"FURNITURE_DESC_SMALL_ELECTRONICS_OLDPHONE3","","","","","","",""
"FURNITURE_NAME_SMALL_ELECTRONICS_LIPPHONE","嘴唇 電話","","Teléfono de labios","Téléphone lèvres","Lippentelefon","Telefono a forma di labbra","Telefone de lábios"
"FURNITURE_DESC_SMALL_ELECTRONICS_LIPPHONE","","","","","","",""
"FURNITURE_NAME_SMALL_ELECTRONICS_DUCKPHONE","鴨子 電話","","Teléfono de pato","Téléphone canard","Ententelefon","Telefono a forma di anatra","Telefone de pato"
"FURNITURE_DESC_SMALL_ELECTRONICS_DUCKPHONE","","","","","","",""
"FURNITURE_NAME_SMALL_ELECTRONICS_CELLPHONE","90年代 手機 電話","","Móvil noventero","Portable des années&nbsp;90","90er-Handy","Cellulare anni '90","Celular dos anos 90"
"FURNITURE_DESC_SMALL_ELECTRONICS_CELLPHONE","","","","","","",""
"FURNITURE_NAME_SMALL_ELECTRONICS_HANDRADIO","復古 手 收音機","","Transistor retro","Radio portative rétro","Retro-Handradio","Radio portatile rétro","Rádio portátil retrô"
"FURNITURE_DESC_SMALL_ELECTRONICS_HANDRADIO","","","","","","",""
"FURNITURE_NAME_SMALL_ELECTRONICS_HANDRADIO2","古董 手 收音機","","Transistor antiguo","Radio portative antique","Antikes Handradio","Radio portatile antica","Rádio portátil antigo"
"FURNITURE_DESC_SMALL_ELECTRONICS_HANDRADIO2","","","","","","",""
"FURNITURE_NAME_SMALL_ELECTRONICS_WALKYTALKY","對講-對講機","","Walkie-talkie","Talkie-walkie","Walkie-Talkie","Walkie-talkie","Walkie-Talkie"
"FURNITURE_DESC_SMALL_ELECTRONICS_WALKYTALKY","","","","","","",""
"FURNITURE_NAME_SMALL_ELECTRONICS_BRAIN","腦 之格洛格","","Sesos de Glorg","Cerveau de Glorg","Glorgs Gehirn","Cervello di Glorg","Cérebro de Glorg"
"FURNITURE_DESC_SMALL_ELECTRONICS_BRAIN","","","","","","",""
"FURNITURE_NAME_SMALL_ELECTRONICS_MYSTERIOUSSKULL","靈體 頭骨","","Calavera etérea","Crâne éthéré","Ätherischer Schädel","Teschio etereo","Crânio etéreo"
"FURNITURE_DESC_SMALL_ELECTRONICS_MYSTERIOUSSKULL","","","","","","",""
"FURNITURE_NAME_SMALL_ELECTRONICS_MOON","小型 小行星","","Asteroide pequeño","Petit astéroïde","Kleiner Asteroid","Asteroide piccolo","Asteroide pequeno"
"FURNITURE_DESC_SMALL_ELECTRONICS_MOON","","","","","","",""
"FURNITURE_NAME_SMALL_ELECTRONICS_OOZE","黏液 罐筒","","Tubo de cieno","Récipient de boue visqueuse","Schleimkanne","Contenitore di melma","Recipiente de exsudação"
"FURNITURE_DESC_SMALL_ELECTRONICS_OOZE","","","","","","",""
